Timestamp,Post ID,Title,Status,Changes Made
2026-06-08T19:47:05.441251,don-t-come-to-delhi-airport-cjp-founder-s-fresh-appeal-ahead-of-june-6-protest,'Don't come to Delhi airport': CJP founder's fresh appeal ahead of June 6 protest,Success,Blocks/Media Fixed
2026-06-08T19:47:07.792469,pakistan-not-sending-team-for-asian-senior-fencing-championships-in-delhi,Pakistan Not Sending Team For Asian Senior Fencing Championships In Delhi,Success,Blocks/Media Fixed
2026-06-08T19:47:10.061276,virat-kohli-doesn-t-want-the-life-that-he-lives-in-india-india-and-rcb-great-s-ex-teammate-explains-why,"Virat Kohli ""Doesn't Want The Life That He Lives In India"": India And RCB Great's Ex-Teammate Explains Why",Success,Blocks/Media Fixed
2026-06-08T19:47:12.412600,lalit-modi-s-big-claim-says-dawood-ibrahim-s-control-on-ipl-forced-him-to-quit-cricket-management,"Lalit Modi's big claim, says Dawood Ibrahim's control on IPL forced him to quit cricket management",Success,Blocks/Media Fixed
2026-06-08T19:47:15.865622,video-lufthansa-boeing-787s-dramatic-nose-gear-collapse-before-takeoff-several-injured,"Video: Lufthansa Boeing 787’s dramatic nose gear collapse before takeoff, several injured",Success,Blocks/Media Fixed
2026-06-08T19:47:18.172699,crane-collapses-at-jewar-expressway-construction-site-at-least-5-workers-trapped,"Crane collapses at Jewar Expressway construction site, at least 5 workers trapped",Success,Blocks/Media Fixed
2026-06-08T19:47:20.471841,broadcom-slides-by-most-in-more-than-a-year-on-ai-outlook-miss,Broadcom Slides By Most In More Than A Year On AI Outlook Miss,Success,Blocks/Media Fixed
2026-06-08T19:47:22.914558,fake-pib-fact-check-debunks-claims-of-national-student-laptop-scheme,‘Fake’: PIB Fact Check debunks claims of ‘National Student Laptop Scheme’,Success,Blocks/Media Fixed
2026-06-08T19:47:25.629261,four-new-faces-among-12-assam-ministers-to-take-oath-tomorrow-cm-himanta-sarma,Four new faces among 12 Assam ministers to take oath tomorrow: CM Himanta Sarma,Success,Blocks/Media Fixed
2026-06-08T19:47:28.357099,hp-unveils-new-wave-of-windows-ai-pcs-desktops-workstations-powered-by-nvidia-rtx-spark,"HP Unveils New Wave Of Windows AI PCs, Desktops, Workstations Powered By Nvidia RTX Spark",Success,Blocks/Media Fixed
2026-06-08T19:47:31.748644,bjp-announces-candidates-for-rs-polls-in-five-states-fields-tarun-chugh-from-mp,"BJP announces candidates for RS polls in five states, fields Tarun Chugh from MP",Success,"Blocks/Media Fixed, SEO Meta Added, Keywords Added"
2026-06-08T19:47:34.256861,indian-man-travelling-home-for-nephews-wedding-killed-in-iran-drone-strike-at-kuwait-airport,Indian man travelling home for nephew’s wedding killed in Iran drone strike at Kuwait airport,Success,Blocks/Media Fixed
2026-06-08T19:47:36.572184,i-was-shaking-kerala-expat-wins-rs-45-crore-in-abu-dhabi-big-ticket-draw,‘I was shaking’: Kerala expat wins Rs 45 crore in Abu Dhabi Big Ticket draw,Success,Blocks/Media Fixed
2026-06-08T19:47:38.886219,who-is-khalilur-rahman-bangladesh-foreign-minister-elected-81st-president-of-unga,Who is Khalilur Rahman? Bangladesh Foreign Minister elected 81st president of UNGA,Success,Blocks/Media Fixed
2026-06-08T19:47:41.099777,virat-kohli-down-with-rare-tendon-tear-that-ruled-him-out-for-india-vs-afghanistan-series-details-here,Virat Kohli Down With 'Rare Tendon Tear' That Ruled Him Out For India vs Afghanistan Series. Details Here,Success,Blocks/Media Fixed
2026-06-08T19:47:43.392683,argentina-seeks-glorious-end-to-lionel-messi-era-with-another-world-cup-title,Argentina Seeks Glorious End To Lionel Messi Era With Another World Cup Title,Success,Blocks/Media Fixed
2026-06-08T19:47:45.711333,karun-nair-mayank-agarawal-manish-pandey-key-players-in-maharaja-trophy-ksca-t20-auction,"Karun Nair, Mayank Agarawal, Manish Pandey Key Players In Maharaja Trophy KSCA T20 Auction",Success,Blocks/Media Fixed
2026-06-08T19:47:48.101958,unclaimed-financial-assets-how-to-check-and-claim-your-forgotten-money-from-banks-mutual-funds-insurance-and-nps,"Unclaimed Financial Assets: How to check and claim your forgotten money from banks, mutual funds, insurance and NPS",Success,Blocks/Media Fixed
2026-06-08T19:47:50.441675,us-iran-war-live-news-updates-idf-says-sirens-ringing-in-northern-israel-over-hostile-aircraft,US-Iran War Live News Updates: IDF Says Sirens Ringing In Northern Israel Over Hostile Aircraft,Success,Blocks/Media Fixed
2026-06-08T19:47:52.750561,news-is-true-aamir-khan-confirms-wedding-with-gauri-spratt-couple-to-tie-the-knot-on-july-5,'News Is True': Aamir Khan Confirms Wedding With Gauri Spratt; Couple To Tie The Knot On July 5,Success,Blocks/Media Fixed
2026-06-08T19:47:55.045472,gold-crosses-4500-silver-spikes-2-5-after-trump-s-fresh-peace-hint-check-domestic-rates,"Gold Crosses $4,500, Silver Spikes 2.5% After Trump's Fresh Peace Hint; Check Domestic Rates",Success,Blocks/Media Fixed
2026-06-08T19:47:57.271293,air-india-riyadh-air-ink-initial-pact-for-codeshare-partnership,"Air India, Riyadh Air Ink Initial Pact For Codeshare Partnership",Success,Blocks/Media Fixed
2026-06-08T19:48:00.637270,hyundai-motor-india-to-roll-out-its-first-mass-market-ev-from-chennai-facility-this-year,Hyundai Motor India To Roll Out Its First Mass-Market EV From Chennai Facility This Year,Success,Blocks/Media Fixed
2026-06-08T19:48:02.989567,seven-hospitalised-over-50-ill-after-consuming-contaminated-water-in-ahmedabads-ghatlodia-amit-shah-reviews-situation,"Seven hospitalised, over 50 ill after consuming contaminated water in Ahmedabad’s Ghatlodia; Amit Shah reviews situation",Success,Blocks/Media Fixed
2026-06-08T19:48:05.374341,citing-strategy-emotion-cjp-explains-delay-in-seeking-police-nod-for-june-6-protest,"Citing 'strategy, emotion', CJP explains delay in seeking police nod for June 6 protest",Success,Blocks/Media Fixed
2026-06-08T19:48:07.620482,rubio-says-greenland-is-part-of-denmark-for-now-as-trump-revives-canada-state-rhetoric,Rubio says Greenland is part of Denmark ‘for now’ as Trump revives Canada ‘state’ rhetoric,Success,Blocks/Media Fixed
2026-06-08T19:48:11.569471,rooftop-solar-cuts-household-electricity-bills-by-average-of-71-ceew,Rooftop solar cuts household electricity bills by average of 71%: CEEW,Success,"Blocks/Media Fixed, SEO Meta Added, Keywords Added"
2026-06-08T19:48:13.868812,gautam-gambhir-holds-long-chat-with-rishabh-pant-after-vice-captaincy-removal-how-to-conduct-yourself-as-a-senior,"Gautam Gambhir Holds Long Chat With Rishabh Pant After Vice-Captaincy Removal: ""How To Conduct Yourself As A Senior""",Success,Blocks/Media Fixed
2026-06-08T19:48:16.139033,lalit-modi-begged-sachin-tendulkar-sourav-ganguly-to-play-t20-world-cup-this-was-india-seniors-reply,"Lalit Modi 'Begged' Sachin Tendulkar, Sourav Ganguly To Play T20 World Cup. This Was India Seniors' Reply",Success,Blocks/Media Fixed
2026-06-08T19:48:18.555721,step-by-step-guide-to-file-itr-online-know-the-complete-process-from-registration-to-verification,Step-by-step guide to file ITR online: Know the complete process from registration to verification,Success,Blocks/Media Fixed
2026-06-08T19:48:20.839809,centre-to-ramp-up-e-85-fuel-adoption-affordability-here-s-how-it-stacks-up-to-global-standards,"Centre To Ramp Up E-85 Fuel Adoption, Affordability; Here's How It Stacks Up To Global Standards",Success,Blocks/Media Fixed
2026-06-08T19:48:23.195937,trump-says-us-in-final-negotiations-to-end-iran-war-house-vote-against-military-action-meaningless,Trump Says US In Final Negotiations To End Iran War; House Vote Against Military Action 'Meaningless',Success,Blocks/Media Fixed
2026-06-08T19:48:25.388330,listing-to-leave-mega-mnc-ipos-are-stripping-cash-instead-of-funding-indian-expansion-data-shows,"Listing To Leave: Mega MNC IPOs Are Stripping Cash Instead of Funding Indian Expansion, Data Shows",Success,Blocks/Media Fixed
2026-06-08T19:48:27.656383,no-verdict-via-algorithms-supreme-court-releases-draft-regulations-on-ai-use-in-courts,No Verdict Via Algorithms: Supreme Court Releases Draft Regulations On AI Use In Courts,Success,Blocks/Media Fixed
2026-06-08T19:48:29.881611,members-express-concern-over-falling-rupee-sluggish-private-investment-at-parliament-meeting,"Members Express Concern Over Falling Rupee, Sluggish Private Investment At Parliament Meeting",Success,Blocks/Media Fixed
2026-06-08T19:48:32.061458,keir-starmer-vs-elon-musk-uk-pm-reacts-sharply-over-posts-linked-to-henry-nowaks-murder-by-sikh-man,Keir Starmer vs Elon Musk: UK PM reacts sharply over posts linked to Henry Nowak’s murder by Sikh man,Success,Blocks/Media Fixed
2026-06-08T19:48:34.309234,pm-modi-venezuelas-president-rodriguez-discuss-long-term-energy-partnership,"PM Modi, Venezuela’s President Rodriguez discuss long-term energy partnership",Success,Blocks/Media Fixed
2026-06-08T19:48:36.661700,rahul-gandhi-s-meeting-with-mohammad-deepak-cancelled-as-bad-weather-impacts-flight-ops,Rahul Gandhi's meeting with ‘Mohammad Deepak’ cancelled as bad weather impacts flight ops,Success,Blocks/Media Fixed
2026-06-08T19:48:39.018312,dmk-to-skip-india-bloc-meet-on-june-8-after-congress-s-tvk-move,DMK to skip INDIA bloc meet on June 8 after Congress's TVK move,Success,Blocks/Media Fixed
2026-06-08T19:48:41.228316,marjane-satrapi-iranian-french-author-of-graphic-novel-persepolis-dies-aged-56,"Marjane Satrapi, Iranian-French author of graphic novel ‘Persepolis’, dies aged 56",Success,Blocks/Media Fixed
2026-06-08T19:48:43.482762,it-was-a-30-second-meeting-harmanpreet-kaur-recalls-how-shafali-verma-came-in-during-2025-world-cup,"""It Was A 30-Second Meeting"": Harmanpreet Kaur Recalls How Shafali Verma Came In During 2025 World Cup",Success,Blocks/Media Fixed
2026-06-08T19:48:45.747023,vaibhav-sooryavanshi-on-verge-of-india-debut-bcci-chief-selector-ajit-agarkar-seriously-considering,"Vaibhav Sooryavanshi On Verge Of India Debut, BCCI Chief Selector Ajit Agarkar 'Seriously Considering'",Success,Blocks/Media Fixed
2026-06-08T19:48:47.972322,why-most-consumers-are-still-choosing-4k-tvs-over-8k-models,Why most consumers are still choosing 4K TVs over 8K models,Success,Blocks/Media Fixed
2026-06-08T19:48:50.179276,ruturaj-gaikwad-likely-to-replace-virat-kohli-for-afghanistan-odis-huge-chance-loading-for-rajat-patidar-report,"Ruturaj Gaikwad Likely To Replace Virat Kohli For Afghanistan ODIs, Huge Chance Loading For Rajat Patidar: Report",Success,Blocks/Media Fixed
2026-06-08T19:48:52.508891,pakistan-vs-australia-3rd-odi-live-score-updates,"Pakistan vs Australia, 3rd ODI: LIVE Score Updates",Success,Blocks/Media Fixed
2026-06-08T19:48:56.643477,massive-fire-guts-shops-in-complex-at-hyderabads-ameerpet-no-casualties,Massive fire guts shops in complex at Hyderabad’s Ameerpet; no casualties,Success,Blocks/Media Fixed
2026-06-08T19:48:59.020075,trumps-205b-investment-chief-faces-scrutiny-over-past-links-to-jeffrey-epstein-report,Trump’s $205B investment chief faces scrutiny over past links to Jeffrey Epstein: Report,Success,Blocks/Media Fixed
2026-06-08T19:49:01.280394,mekedatu-dam-row-between-karnataka-tamil-nadu-flares-up-again-all-you-need-to-know,"Mekedatu dam row between Karnataka, Tamil Nadu flares up again: All you need to know",Success,Blocks/Media Fixed
2026-06-08T19:49:03.704170,exclusive-how-cbse-whistleblower-sarthak-sidhant-got-into-computers-hacking,"Exclusive: How CBSE whistleblower Sarthak Sidhant got into computers, hacking",Success,Blocks/Media Fixed
2026-06-08T19:49:05.998831,video-chinas-unitree-humanoid-robots-stun-judges-on-americas-got-talent-with-synchronised-dance-act,Video: China’s Unitree humanoid robots stun judges on ‘America’s Got Talent’ with synchronised dance act,Success,Blocks/Media Fixed
2026-06-08T19:49:08.281976,missing-sherpa-returns-alive-after-six-days-without-food-or-water-on-everest-as-family-prepared-for-last-rites,Missing Sherpa returns alive after six days without food or water on Everest as family prepared for last rites,Success,Blocks/Media Fixed
2026-06-08T19:49:10.569218,p-e-vs-peg-ratio-which-metric-offers-deeper-insight-into-a-company-s-growth-potential-and-valuation,P/E vs PEG ratio: Which metric offers deeper insight into a company's growth potential and valuation?,Success,Blocks/Media Fixed
2026-06-08T19:49:12.878751,income-tax-returns-what-itr-deductions-are-available-for-medical-treatments-and-healthcare-expenses-check-details-here,Income-tax returns: What ITR deductions are available for medical treatments and healthcare expenses? Check details here,Success,Blocks/Media Fixed
2026-06-08T19:49:19.913728,fomo-is-reshaping-investing-behaviour-are-indias-financial-advisers-keeping-up,FOMO is reshaping investing behaviour. Are India’s financial advisers keeping up?,Success,Blocks/Media Fixed
2026-06-08T19:49:22.284117,selling-panic-bjp-rejects-rahul-gandhi-s-economic-warning-modi-won-t-be-pm-claim,"‘Selling panic’: BJP rejects Rahul Gandhi's economic warning, 'Modi won't be PM' claim",Success,Blocks/Media Fixed
2026-06-08T19:49:24.567871,rebellion-mayor-exits-mamata-banerjee-s-tmc-faces-one-of-its-biggest-challenges-ever,"Rebellion, mayor exits: Mamata Banerjee's TMC faces one of its biggest challenges ever",Success,Blocks/Media Fixed
2026-06-08T19:49:26.819063,spat-on-shouted-at-21-million-payout-for-columbia-jewish-faculty,"‘Spat on, shouted at’: $21 million payout for Columbia Jewish faculty",Success,Blocks/Media Fixed
2026-06-08T19:49:29.080402,rain-thunderstorms-likely-across-arunachal-on-friday,"Rain, thunderstorms likely across Arunachal on Friday",Success,Blocks/Media Fixed
2026-06-08T19:49:31.299778,historicity-indian-history-rife-with-games-of-succession-rivalries,HistoriCity: Indian history rife with games of succession rivalries,Success,Blocks/Media Fixed
2026-06-08T19:49:42.730463,powerful-tonga-volcano-eruption-may-hold-clues-to-destroying-methane-study-finds,"Powerful Tonga volcano eruption may hold clues to destroying methane, study finds",Success,Blocks/Media Fixed
2026-06-08T19:49:44.979909,dry-areca-nut-smuggling-ed-carries-out-searches-along-mizoram-myanmar-border,Dry areca nut smuggling: ED carries out searches along Mizoram-Myanmar border,Success,Blocks/Media Fixed
2026-06-08T19:49:47.393769,indias-wealth-boom-has-a-problem-84-8-of-households-do-not-have-a-will-study-finds,"India’s wealth boom has a problem: 84.8% of households do not have a will, study finds",Success,Blocks/Media Fixed
2026-06-08T19:49:51.373478,assam-to-roll-out-emergency-mobile-alert-system-to-warn-citizens-about-impending-disasters,Assam to roll out emergency mobile alert system to warn citizens about impending disasters,Success,Blocks/Media Fixed
2026-06-08T19:49:53.863277,ldf-left-5-07-lakh-cr-liabilities-misled-people-on-treasury-balance-kerala-cm,"LDF left ₹5.07 lakh cr liabilities, ‘misled’ people on treasury balance: Kerala CM",Success,Blocks/Media Fixed
2026-06-08T19:49:57.354099,manipur-commando-head-constable-killed-during-anti-drug-operation-2-held,"Manipur: Commando head constable killed during anti-drug operation, 2 held",Success,Blocks/Media Fixed
2026-06-08T19:49:59.385480,intense-storm-rain-hit-delhi-ncr-skies-turn-grey-imd-issues-alert,"Intense storm, rain hit Delhi-NCR, skies turn grey; IMD issues alert",Success,Blocks/Media Fixed
2026-06-08T19:50:01.280327,at-least-11-killed-in-massive-fire-at-elderly-care-home-in-sri-lanka,At least 11 killed in massive fire at elderly care home in Sri Lanka,Success,Blocks/Media Fixed
2026-06-08T19:50:03.185964,donald-trumps-new-definition-of-ceasefire-amid-latest-iran-flare-up,Donald Trump’s new definition of ‘ceasefire’ amid latest Iran flare-up,Success,Blocks/Media Fixed
2026-06-08T19:50:05.570193,kim-jong-un-reveals-secretive-nuclear-facility-north-korea-vows-exponential-bomb-production,"Kim Jong Un reveals secretive nuclear facility, North Korea vows ‘exponential’ bomb production",Success,Blocks/Media Fixed
2026-06-08T19:50:07.909707,his-success-will-redefine-indian-test-team-r-ashwin-s-big-claim-on-shubman-gill,'His Success Will Redefine Indian Test Team': R Ashwin's Big Claim On Shubman Gill,Success,Blocks/Media Fixed
2026-06-08T19:50:10.357566,r-ashwin-ends-manav-suthar-harsh-dubey-india-debut-debate-makes-big-prediction,"R Ashwin Ends Manav Suthar, Harsh Dubey India Debut Debate; Makes Big Prediction",Success,Blocks/Media Fixed
2026-06-08T19:50:12.811956,taking-a-home-loan-here-s-why-your-emi-should-stay-within-30-of-monthly-income,Taking a home loan? Here's why your EMI should stay within 30% of monthly income,Success,Blocks/Media Fixed
2026-06-08T19:50:15.100813,employees-provident-fund-who-is-eligible-and-non-eligible-to-be-nominee,Employees Provident Fund: Who is eligible and non-eligible to be nominee?,Success,Blocks/Media Fixed
2026-06-08T19:50:17.412515,tamil-nadu-cm-vijay-signs-mou-worth-rs-18600-crore-with-larsen-toubro-for-three-projects,"Tamil Nadu CM Vijay Signs MoU Worth Rs 18,600 Crore With Larsen & Toubro For Three Projects",Success,Blocks/Media Fixed
2026-06-08T19:50:19.655444,citi-to-double-down-on-india-institutional-business-sees-tremendous-opportunity,"Citi To Double Down On India Institutional Business, Sees 'Tremendous Opportunity'",Success,Blocks/Media Fixed
2026-06-08T19:50:22.128072,sorry-mom-dad-did-neet-aspirant-end-life-due-to-paper-leak-exam-cancellation,"'Sorry Mom, Dad': Did NEET Aspirant End Life Due To Paper Leak, Exam Cancellation?",Success,Blocks/Media Fixed
2026-06-08T19:50:24.510385,rajesh-mehta-ndtv-profit-exclusive-rajesh-exports-top-boss-says-rs-15-5-lakh-crore-is-a-five-year-figure,Rajesh Mehta NDTV Profit Exclusive: Rajesh Exports Top Boss Says Rs 15.5 Lakh Crore Is A Five Year Figure,Success,Blocks/Media Fixed
2026-06-08T19:50:26.880667,what-are-pilot-zones-in-israel-lebanon-truce,What are ‘pilot zones’ in Israel-Lebanon truce?,Success,Blocks/Media Fixed
2026-06-08T19:50:29.235085,list-of-places-monsoon-has-covered-so-far-and-where-it-is-headed-next,List of places Monsoon has covered so far and where it is headed next,Success,Blocks/Media Fixed
2026-06-08T19:50:31.649939,indian-national-tarsem-singh-faces-deportation-after-ohio-crash-killed-pregnant-teenager,Indian national Tarsem Singh faces deportation after Ohio crash killed pregnant teenager,Success,Blocks/Media Fixed
2026-06-08T19:50:34.061929,elon-musk-hails-pakistan-courts-death-sentences-for-two-men-convicted-in-2020-motorway-gang-rape-of-french-woman,Elon Musk hails Pakistan court’s death sentences for two men convicted in 2020 motorway gang-rape of French woman,Success,Blocks/Media Fixed
2026-06-08T19:50:38.239697,consequence-of-corrupt-system-neet-aspirant-s-suicide-ahead-of-re-exam-sparks-opposition-fury,‘Consequence of corrupt system’: NEET aspirant's suicide ahead of re-exam sparks Opposition fury,Success,Blocks/Media Fixed
2026-06-08T19:50:40.660172,no-real-skill-involved-rs-13-crore-star-drops-bombshell-slams-ipl-2026-pitches,"'No Real Skill Involved': Rs 13 Crore Star Drops Bombshell, Slams IPL 2026 Pitches",Success,Blocks/Media Fixed
2026-06-08T19:50:43.145211,itr-filing-ay-2026-27-essential-documents-you-should-keep-ready-for-hassle-free-return-filing,ITR filing AY 2026-27: Essential documents you should keep ready for hassle-free return filing,Success,Blocks/Media Fixed
2026-06-08T19:50:48.196195,how-digital-lending-platforms-can-scale-faster-without-increasing-risk,How digital lending platforms can scale faster without increasing risk,Success,Blocks/Media Fixed
2026-06-08T19:50:55.600058,8th-pay-commission-indian-railways-employees-association-demands-52600-minimum-pay-fitment-factor-of-3-80-details,"8th Pay Commission: Indian Railways employees' association demands ₹52,600 minimum pay, fitment factor of 3.80 — Details",Success,Blocks/Media Fixed
2026-06-08T19:51:15.709348,exclusive-cbse-whistleblower-s-message-for-cjp-s-abhijeet-dipke-internet-activism-fine-but,"Exclusive | CBSE whistleblower's message for CJP's Abhijeet Dipke: 'Internet activism fine, but…'",Success,Blocks/Media Fixed
2026-06-08T19:51:18.874971,1-6-ton-5-star-split-acs-top-energy-efficient-picks-offering-powerful-cooling-for-indian-homes-in-2026,1.6 ton 5 star split ACs: Top energy-efficient picks offering powerful cooling for Indian homes in 2026,Success,Blocks/Media Fixed
2026-06-08T19:51:21.385204,terms-of-trade-indias-democracy-needs-a-bonfire-of-the-alibis,Terms of Trade: India’s democracy needs a bonfire of the alibis,Success,Blocks/Media Fixed
2026-06-08T19:51:31.433354,congress-stands-by-bk-hariprasad-karnataka-cm-to-decide-portfolios-says-minister-priyank-kharge,"Congress stands by BK Hariprasad; Karnataka CM to decide portfolios, says minister Priyank Kharge",Success,Blocks/Media Fixed
2026-06-08T19:51:33.930981,heatwave-conditions-to-intensify-in-parts-of-andhra-pradesh,Heatwave conditions to intensify in parts of Andhra Pradesh,Success,Blocks/Media Fixed
2026-06-08T19:51:36.290414,bengal-minister-backs-nia-action-against-ex-trinamool-mla-saokat-molla,Bengal minister backs NIA action against ex-Trinamool MLA Saokat Molla,Success,Blocks/Media Fixed
2026-06-08T19:51:38.620872,how-to-open-fixed-deposit-online-in-minutes-interest-rates-benefits-and-5-easy-steps,"How to open fixed deposit online in minutes: Interest rates, benefits and 5 easy steps",Success,Blocks/Media Fixed
2026-06-08T19:51:40.835380,dearness-allowance-is-da-credited-in-salary-is-it-subject-to-income-tax-should-you-report-it-in-itr-faqs-answered,Dearness Allowance: Is DA credited in salary? Is it subject to income-tax? Should you report it in ITR? FAQs answered,Success,Blocks/Media Fixed
2026-06-08T19:51:43.073293,status-games-why-many-high-earning-indians-fail-to-become-wealthy,Status games: why many high-earning Indians fail to become wealthy,Success,Blocks/Media Fixed
2026-06-08T19:51:45.369109,alastair-cook-finds-one-unusual-aspect-in-vaibhav-sooryavanshi-s-batting,Alastair Cook Finds One 'Unusual' Aspect In Vaibhav Sooryavanshi's Batting,Success,Blocks/Media Fixed
2026-06-08T19:51:47.754097,mstc-shares-surge-17-after-government-s-scheme-for-upgrading-old-trucks-buses-in-delhi-here-s-why,"MSTC Shares Surge 17% After Government's Scheme For Upgrading Old Trucks, Buses In Delhi — Here's Why",Success,Blocks/Media Fixed
2026-06-08T19:51:50.113899,mishra-dhatu-nigam-delivers-best-ever-quarter-in-q4-icici-securities-stays-bullish-check-new-target-price,Mishra Dhatu Nigam Delivers Best-Ever Quarter in Q4; ICICI Securities Stays Bullish — Check New Target Price,Success,Blocks/Media Fixed
2026-06-08T19:51:52.478503,ola-electric-s-parent-now-worth-less-than-the-ola-electric-shares-it-holds-after-99-valuation-cut,Ola Electric's Parent Now Worth Less Than The Ola Electric Shares It Holds After 99% Valuation Cut,Success,Blocks/Media Fixed
2026-06-08T19:51:54.920409,pv-sindhu-exits-indonesia-open-after-loss-to-world-no-1-an-se-young,PV Sindhu Exits Indonesia Open After Loss To World No. 1 An Se Young,Success,Blocks/Media Fixed
2026-06-08T19:51:57.452445,rajesh-mehta-breaks-silence-amid-rajesh-exports-row-says-sebi-findings-not-accurate,"Rajesh Mehta Breaks Silence Amid Rajesh Exports Row, Says SEBI Findings 'Not Accurate'",Success,Blocks/Media Fixed
2026-06-08T19:51:59.853710,trent-shares-adjusts-35-lower-as-stock-turns-ex-bonus-hsbc-hikes-target-price-should-you-buy,"Trent Shares Adjusts 35% Lower As Stock Turns Ex-Bonus, HSBC Hikes Target Price — Should You Buy?",Success,Blocks/Media Fixed
2026-06-08T19:52:02.253883,cctv-captures-moment-when-iranian-drones-hit-kuwait-airport-killing-an-indian-tehran-denies-charge-video,CCTV captures moment when Iranian drones hit Kuwait airport killing an Indian; Tehran denies charge: Video,Success,Blocks/Media Fixed
2026-06-08T19:52:04.738410,kerala-assembly-pays-tribute-to-victims-of-delhi-hotel-fire,Kerala Assembly pays tribute to victims of Delhi hotel fire,Success,Blocks/Media Fixed
2026-06-08T19:52:07.089925,supreme-court-refuses-to-remove-delhi-high-court-s-remarks-against-wrestling-body-in-vinesh-phogat-case,Supreme Court Refuses To Remove Delhi High Court's Remarks Against Wrestling Body In Vinesh Phogat Case,Success,Blocks/Media Fixed
2026-06-08T19:52:09.463590,apple-doubles-macbook-neo-output-as-budget-laptop-gains-popularity-analyst-says,"Apple Doubles MacBook Neo Output as Budget Laptop Gains Popularity, Analyst Says",Success,Blocks/Media Fixed
2026-06-08T19:52:11.848351,dashlane-password-manager-reveals-hackers-stole-some-encrypted-vaults-using-brute-force-attacks,Dashlane Password Manager Reveals Hackers Stole Some Encrypted Vaults Using Brute-Force Attacks,Success,Blocks/Media Fixed
2026-06-08T19:52:14.179183,requesting-all-cockroaches-to-crawl-prakash-raj-may-join-abhijeet-dipke-at-delhi-protest,‘Requesting all cockroaches to crawl’: Prakash Raj may join Abhijeet Dipke at Delhi protest,Success,Blocks/Media Fixed
2026-06-08T19:52:16.526974,over-700-left-jobless-as-pune-it-firm-shuts-down-abruptly-ceo-arrested-after-employees-raise-alarm,"Over 700 left jobless as Pune IT firm shuts down abruptly, CEO arrested after employees raise alarm",Success,Blocks/Media Fixed
2026-06-08T19:52:18.826022,1-5-ton-3-star-window-ac-top-picks-offering-reliable-cooling-energy-efficiency-and-everyday-comfort-at-home,"1.5 ton 3 star window AC: Top picks offering reliable cooling, energy efficiency and everyday comfort at home",Success,Blocks/Media Fixed
2026-06-08T19:52:21.130893,shashi-tharoor-explains-why-rise-of-a-joke-party-in-india-is-no-joke-but-they-must,"Shashi Tharoor explains why rise of a joke party in India is no joke, but they must...",Success,Blocks/Media Fixed
2026-06-08T19:52:23.528078,gold-and-silver-prices-today-4-june-check-retail-rates-of-24k-22k-gold-and-999-silver-in-delhi-mumbai-other-cities,"Gold and silver prices today, 4 June: Check retail rates of 24K, 22K gold and 999 silver in Delhi, Mumbai, other cities",Success,Blocks/Media Fixed
2026-06-08T19:52:25.886051,the-biggest-tax-filing-mistake-this-year-may-be-filing-too-early,The biggest tax filing mistake this year may be filing too early,Success,Blocks/Media Fixed
2026-06-08T19:52:28.514547,8-of-family-visiting-gurugram-man-in-hospital-die-in-delhi-s-hauz-rani-fire,8 of family visiting Gurugram man in hospital die in Delhi's Hauz Rani fire,Success,Blocks/Media Fixed
2026-06-08T19:52:30.810184,cctv-captures-panchkula-club-firing-that-left-two-injured-suspected-godara-gang-shooters-arrested-watch,"CCTV captures Panchkula club firing that left two injured, suspected Godara gang shooters arrested | Watch",Success,Blocks/Media Fixed
2026-06-08T19:52:33.384755,tabling-of-white-paper-in-assembly-on-kerala-financial-health-leads-to-war-of-words,Tabling of White Paper in Assembly on Kerala financial health leads to war of words,Success,Blocks/Media Fixed
2026-06-08T19:52:39.313486,we-will-get-it-and-destroy-it-trump-says-us-will-retrieve-irans-enriched-uranium-after-conflict-ends,"‘We will get it, and destroy it’, Trump says US will retrieve Iran’s enriched uranium after conflict ends",Success,"Blocks/Media Fixed, SEO Meta Added, Keywords Added"
2026-06-08T19:52:41.768994,what-next-after-suryakumar-yadav-sacking-report-makes-big-claim-on-bcci-s-possible-moves-9db49023,What Next After Suryakumar Yadav Sacking? Report Makes Big Claim On BCCI's Possible Moves,Success,Blocks/Media Fixed
2026-06-08T19:52:44.090970,school-cricket-england-women-s-star-makes-comical-fielding-blunder-vs-india-internet-in-shock-watch-12a358df,"""School Cricket"": England Women's Star Makes Comical Fielding Blunder vs India. Internet In Shock. Watch",Success,Blocks/Media Fixed
2026-06-08T19:52:46.408950,virat-kohli-ruled-out-of-odi-series-against-afghanistan-due-to-hamstring-injury-report-ac013fb1,Virat Kohli Ruled Out Of ODI series Against Afghanistan Due To Hamstring injury: Report,Success,Blocks/Media Fixed
2026-06-08T19:52:48.746673,just-want-to-quit-tennis-right-now-devastated-aryna-sabalenka-s-1st-reaction-after-french-open-exit-826d4d7a,"""Just Want To Quit Tennis Right Now"": Devastated Aryna Sabalenka's 1st Reaction After French Open Exit",Success,Blocks/Media Fixed
2026-06-08T19:52:50.990580,lionel-messi-nursing-muscle-fatigue-hamstring-strain-huge-crowd-gathers-for-argentina-s-world-cup-training-8ff531ad,"Lionel Messi Nursing 'Muscle Fatigue, Hamstring Strain'; Huge Crowd Gathers For Argentina's World Cup Training",Success,Blocks/Media Fixed
